SEQUENTIAL
020004000601010101;[authentication username=020004000601010101 password=020004000601010101]
020004000601010201;[authentication username=020004000601010201 password=020004000601010201]
020004000601010301;[authentication username=020004000601010301 password=020004000601010301]
020004000601010401;[authentication username=020004000601010401 password=020004000601010401]
020004000601010501;[authentication username=020004000601010501 password=020004000601010501]
020004000601010601;[authentication username=020004000601010601 password=020004000601010601]
020004000601010701;[authentication username=020004000601010701 password=020004000601010701]
020004000601010801;[authentication username=020004000601010801 password=020004000601010801]
020004000601010901;[authentication username=020004000601010901 password=020004000601010901]
020004000601011001;[authentication username=020004000601011001 password=020004000601011001]
020004000601020101;[authentication username=020004000601020101 password=020004000601020101]
020004000601020201;[authentication username=020004000601020201 password=020004000601020201]
020004000601020301;[authentication username=020004000601020301 password=020004000601020301]
020004000601020401;[authentication username=020004000601020401 password=020004000601020401]
020004000601020501;[authentication username=020004000601020501 password=020004000601020501]
020004000601020601;[authentication username=020004000601020601 password=020004000601020601]
020004000601020701;[authentication username=020004000601020701 password=020004000601020701]
020004000601020801;[authentication username=020004000601020801 password=020004000601020801]
020004000601020901;[authentication username=020004000601020901 password=020004000601020901]
020004000601021001;[authentication username=020004000601021001 password=020004000601021001]
020004000601030101;[authentication username=020004000601030101 password=020004000601030101]
020004000601030201;[authentication username=020004000601030201 password=020004000601030201]
020004000601030301;[authentication username=020004000601030301 password=020004000601030301]
020004000601030401;[authentication username=020004000601030401 password=020004000601030401]
020004000601030501;[authentication username=020004000601030501 password=020004000601030501]
020004000601030601;[authentication username=020004000601030601 password=020004000601030601]
020004000601030701;[authentication username=020004000601030701 password=020004000601030701]
020004000601030801;[authentication username=020004000601030801 password=020004000601030801]
020004000601030901;[authentication username=020004000601030901 password=020004000601030901]
020004000601031001;[authentication username=020004000601031001 password=020004000601031001]
020004000601040101;[authentication username=020004000601040101 password=020004000601040101]
020004000601040201;[authentication username=020004000601040201 password=020004000601040201]
020004000601040301;[authentication username=020004000601040301 password=020004000601040301]
020004000601040401;[authentication username=020004000601040401 password=020004000601040401]
020004000601040501;[authentication username=020004000601040501 password=020004000601040501]
020004000601040601;[authentication username=020004000601040601 password=020004000601040601]
020004000601040701;[authentication username=020004000601040701 password=020004000601040701]
020004000601040801;[authentication username=020004000601040801 password=020004000601040801]
020004000601040901;[authentication username=020004000601040901 password=020004000601040901]
020004000601041001;[authentication username=020004000601041001 password=020004000601041001]
020004000601050101;[authentication username=020004000601050101 password=020004000601050101]
020004000601050201;[authentication username=020004000601050201 password=020004000601050201]
020004000601050301;[authentication username=020004000601050301 password=020004000601050301]
